planet_name,planet_status,mass,mass_error_min,mass_error_max,planet_radius,radius_error_min,radius_error_max,planet_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,discovery_year,updated,publication,discovery_method,alternate_names,star_name,ra,dec,mag_j,mag_h,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_alternate_names
2MASS J0021-4514 b,Confirmed,30.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,3900.0,2024,2024-06-30,Published in a refereed paper,Imaging,"CWISE J002159.02-451434.4, 2MASS J00215427-4514590 b",2MASS J0021-4514,5.476125,-45.24979722222222,9.015,8.593,54.5012,0.21395,0.21395,0.01,0.1,0.1,0.189,0.02,0.02,0.2198,0.00673,0.00673,3182.0,157.0,157.0,"WISEA J002154.47-451500.2, TIC 7151346, 2MASS J00215427-4514590, LEHPM 503"
2MASS J0030-1450,Confirmed,10.0,2.0,2.0,1.36,0.04,0.04,11.456085,0.000107,0.000107,0.12,2022,2022-01-23,Published in a refereed paper,Imaging,2MASS J0030300-145033,unkown,7.62555101004408,-14.842610024088,12.782,12.386,26.7,3.3,3.3,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0031+5749,Confirmed,24.0,7.0,7.0,1.2,0.06,0.06,11.456085,0.000107,0.000107,0.12,2022,2022-01-23,Published in a refereed paper,Imaging,2MASS J00310928+5749364,unkown,7.788700003096,57.82679724666,12.782,12.386,11.6,1.4,1.4,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0033-1521,Confirmed,29.05,18.53,18.53,1.43,0.22,0.22,11.456085,0.000107,0.000107,0.12,2003,2024-07-15,Published in a refereed paper,Imaging,2MASS J00332386-1521309,unkown,8.3494669873475,-15.358582979053612,12.782,12.386,39.0,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0034+0523,Confirmed,42.13,26.46,26.46,0.94,0.16,0.16,11.456085,0.000107,0.000107,0.12,2004,2024-07-15,Published in a refereed paper,Imaging,2MASS J00345157+0523050,unkown,8.714904,5.384749,12.782,12.386,8.2,1.5,1.5,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J00413538-5621127 A,Confirmed,30.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2009,2019-02-27,Published in a refereed paper,Imaging,unkown,unkown,10.3974532026,-56.3535514379,12.782,12.386,34.7133,0.9474,0.9474,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J00413538-5621127 B,Confirmed,15.0,0.11,0.11,0.232,0.021,0.021,45990.0,13500.0,13500.0,8.9,2010,2022-10-30,Published in a refereed paper,Imaging,unkown,unkown,10.3974532026,-56.3535514379,12.782,12.386,34.7133,0.9474,0.9474,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0045+1634,Confirmed,22.71,7.95,7.95,1.62,0.06,0.06,11.456085,0.000107,0.000107,0.12,2019,2024-07-15,Submitted to a professional journal,Imaging,2MASS J00452143+1634446,unkown,11.3392916738,16.5790555768,12.782,12.386,15.4,0.05,0.05,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0050-3322,Confirmed,40.34,25.54,25.54,0.94,0.16,0.16,11.456085,0.000107,0.000107,0.12,2005,2024-07-15,Published in a refereed paper,Imaging,2MASS J00501994-3322402,unkown,12.583098,-33.377853,12.782,12.386,8.0,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0051-5913 b,Confirmed,30.0,0.11,0.11,0.232,0.021,0.021,10034580.0,0.000107,0.000107,462.0,2017,2024-07-08,Published in a refereed paper,Imaging,2MASS J00514081-5913320 b,2MASS J0051-5913,12.92007966339,-59.22557799511,11.28,10.7,42.4752,0.0903,0.0903,0.01,0.1,0.1,0.256,0.02,0.02,0.281,0.0085,0.0085,3072.0,157.0,157.0,2MASS J00514081-5913320
2MASS J0052+0012,Confirmed,58.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2011,2024-08-23,Published in a refereed paper,Imaging,2MASS J00521232+0012172,unkown,13.051343,0.204792,12.782,12.386,317.83,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0052+0012 b,Confirmed,36.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,49.0,2011,2024-08-23,Published in a refereed paper,Imaging,2MASS J00521232+0012172 b,unkown,13.051343,0.204792,12.782,12.386,317.83,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0103+1935,Confirmed,15.07,10.69,10.69,1.34,0.13,0.13,11.456085,0.000107,0.000107,0.12,2000,2024-06-29,Published in a refereed paper,Imaging,2MASS J01033203+1935361,unkown,15.883488,19.593384,12.782,12.386,21.3,3.4,3.4,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0103-5515 (AB)b,Confirmed,13.0,1.0,1.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,84.0,2013,2024-08-13,Published in a refereed paper,Imaging,"Delorme 1 (AB)b, 2MASS J01033563-5515561 (AB)b",2MASS J0103-5515,15.9,-55.2656,7.5,12.386,47.2,3.1,3.1,0.01,0.1,0.1,0.4,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,"Delorme 1, 2MASS J01033563-5515561"
2MASS J0107+0041,Confirmed,52.41,23.34,23.34,0.98,0.11,0.11,11.456085,0.000107,0.000107,0.12,2002,2024-07-16,Published in a refereed paper,Imaging,2MASS J01075242+0041563,unkown,16.968425,0.698999,12.782,12.386,16.9,3.3,3.3,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0117-3403,Confirmed,16.4,3.7,3.7,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2019,2024-06-29,Submitted to a professional journal,Imaging,2MASS J01174748-3403258,unkown,19.4475000158,-34.056944451,12.782,12.386,39.02,1.04,1.04,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0119+2403,Confirmed,48.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2006,2024-08-24,Published in a refereed paper,Imaging,2MASS J01191207+2403317,unkown,19.800295833333333,24.05880833333333,12.782,12.386,34.6,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0119+2403 b,Confirmed,36.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,1.9,2010,2024-08-24,Published in a refereed paper,Imaging,2MASS J01191207+2403317 b,unkown,19.800295833333333,24.05880833333333,12.782,12.386,34.6,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J01225093-2439505 b,Confirmed,24.5,2.5,2.5,0.232,0.021,0.021,11.456085,0.000107,0.000107,52.0,2013,2021-08-20,Published in a refereed paper,Imaging,"WISE J012251.02-243952.0 b, 2M 0122-24 b",2MASS J01225093-2439505,20.712243,-24.664049,10.084,9.47,36.0,4.0,4.0,0.01,0.1,0.1,0.4,0.05,0.05,0.95,0.055,0.055,3530.0,50.0,50.0,WISE J012251.02-243952.0
2MASS J0137-4558 b,Confirmed,60.0,0.11,0.11,0.232,0.021,0.021,11680.0,0.000107,0.000107,6.0,2017,2024-07-08,Published in a refereed paper,Imaging,2MASS J01372781-4558261 b,2MASS J0137-4558,24.36583243488,-45.97395360976,11.11,10.54,38.0,3.73,3.73,0.01,0.1,0.1,0.25,0.0213,0.0213,0.276,0.01,0.01,2877.0,157.0,157.0,2MASS J01372781-4558261
2MASS J0141-4633,Confirmed,1.38,0.62,0.62,1.011,0.021,0.021,11.456085,0.000107,0.000107,0.12,2006,2024-06-27,Published in a refereed paper,Imaging,2MASS J01415823-4633574,unkown,25.49263747065,-46.56592988731,12.782,12.386,36.5,0.7,0.7,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0153-6744,Confirmed,17.0,2.0,2.0,1.48,0.03,0.03,11.456085,0.000107,0.000107,0.12,2022,2022-01-23,Published in a refereed paper,Imaging,2MASS J01531463-6744181,unkown,28.3109600048768,-67.7383880187104,12.782,12.386,66.2,11.0,11.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0207+0000,Confirmed,47.08,27.48,27.48,0.97,0.17,0.17,11.456085,0.000107,0.000107,0.12,2002,2024-07-13,Published in a refereed paper,Imaging,2MASS J02074284+0000564,unkown,31.928541,0.015678,12.782,12.386,28.69,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0210-3015,Confirmed,14.59,7.03,7.03,1.53,0.09,0.09,11.456085,0.000107,0.000107,0.12,2015,2024-07-29,Published in a refereed paper,Imaging,2MASS J02103857-3015313,unkown,32.66071166519,-30.25871007335,12.782,12.386,40.57,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0213+3648 (AB)b,Confirmed,63.0,9.0,9.0,1.1,0.021,0.021,11.456085,0.000107,0.000107,360.0,2017,2024-08-28,Published in a refereed paper,Imaging,"2MASS J0213+3648 C, 2MASSW J0213198+364837",2MASS J0213+3648,9.067132871325834,18.352857407212777,12.782,12.386,22.2,4.0,4.0,-0.07,0.1,0.1,0.26,0.06,0.06,0.214,0.007,0.007,3300.0,100.0,100.0,"JNN 18, 2MASS J02132062+3648506"
2MASS J0219-39 b,Confirmed,13.9,1.1,1.1,1.44,0.03,0.03,11.456085,0.000107,0.000107,156.0,2015,2024-07-17,Published in a refereed paper,Imaging,"J0219-3925 B, 2MASS J02192210-3925225 b",2MASS J0219-3925,34.841666674,-39.423055569,12.782,12.386,39.4,2.6,2.6,0.01,0.1,0.1,0.11,0.01,0.01,0.27,0.01,0.01,3064.0,76.0,76.0,2MASS J0292210-3925225
2MASS J0223-5815,Confirmed,22.1,2.1,2.1,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2008,2024-08-21,Published in a refereed paper,"Imaging, Astrometry",2MASS J02235464-5815067,unkown,35.97772491641,-58.2518422861,12.782,12.386,39.73,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0226-5327,Confirmed,13.7,0.3,0.3,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2015,2024-06-26,Published in a refereed paper,Imaging,2MASS J02265658-5327032,unkown,36.73582368322,-53.45087919063,12.782,12.386,43.4,2.4,2.4,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0234-6442,Confirmed,19.56,8.49,8.49,1.62,0.11,0.11,11.456085,0.000107,0.000107,0.12,2010,2024-07-16,Published in a refereed paper,Imaging,2MASS J02340093-6442068,unkown,38.50389901866,-64.70196015097,12.782,12.386,45.0,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0241-0326,Confirmed,27.35,17.05,17.05,1.41,0.21,0.21,11.456085,0.000107,0.000107,0.12,2008,2024-07-16,Published in a refereed paper,Imaging,2MASS J02411151-0326587,unkown,40.297996,-3.449661,12.782,12.386,66.0,8.0,8.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0243-2453,Confirmed,43.59,26.41,26.41,0.94,0.16,0.16,11.456085,0.000107,0.000107,0.12,2002,2024-07-13,Published in a refereed paper,Imaging,2MASS J02431371-2453298,unkown,40.807158,-24.891621,12.782,12.386,10.68,0.41,0.41,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0249-0557A,Confirmed,48.0,12.0,12.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2018,2018-07-31,Published in a refereed paper,Astrometry,unkown,unkown,42.484952078,-5.95983636252,12.782,12.386,48.9,5.4,5.4,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0249-0557 (AB)b,Confirmed,11.6,1.0,1.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2018,2024-06-26,Published in a refereed paper,Astrometry,unkown,unkown,42.484952078,-5.95983636252,12.782,12.386,48.9,5.4,5.4,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0249-0557B,Confirmed,44.0,11.0,11.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2018,2018-07-31,Published in a refereed paper,Astrometry,unkown,unkown,42.484952078,-5.95983636252,12.782,12.386,48.9,5.4,5.4,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0253+3206,Confirmed,65.1,47.55,47.55,1.9,0.45,0.45,11.456085,0.000107,0.000107,0.12,2003,2024-08-28,Published in a refereed paper,Imaging,2MASS J02535980+3206373,unkown,43.49923829107,32.11030900227,12.782,12.386,49.33,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0310+1648,Confirmed,45.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2000,2024-08-23,Published in a refereed paper,Imaging,"SPF 1, 2MASS J03105986+1648155",unkown,47.74944,16.804333,12.782,12.386,25.0,4.0,4.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0310+1648 b,Confirmed,45.0,0.11,0.11,0.232,0.021,0.021,27010.0,1460.0,1460.0,5.2,2010,2024-08-23,Published in a refereed paper,Imaging,"2MASS J00250365+4759191 b, SPF 1 b",unkown,47.74944,16.804333,12.782,12.386,25.0,4.0,4.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0318-3421,Confirmed,48.98,24.02,24.02,0.97,0.12,0.12,11.456085,0.000107,0.000107,0.12,2007,2024-07-16,Published in a refereed paper,Imaging,2MASS J03185403-3421292,unkown,49.72531703555875,-34.35807890913528,12.782,12.386,16.5,2.3,2.3,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0320-0446 b,Confirmed,54.0,0.11,0.11,0.232,0.021,0.021,246.73,0.49,0.49,0.395,2008,2024-07-16,Published in a refereed paper,Radial Velocity,2MASS J03202839-0446358 b,2MASS J0320-0446,50.11817936778375,-4.776776857102222,13.26,12.53,25.0,3.0,3.0,0.01,0.1,0.1,0.081,0.052,0.052,0.95,0.055,0.055,2300.0,100.0,100.0,2MASS J03202839-0446358
2MASS J0320-0446 c,Confirmed,35.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,8.3,2008,2024-07-16,Published in a refereed paper,Imaging,unkown,2MASS J0320-0446,50.11817936778375,-4.776776857102222,13.26,12.53,25.0,3.0,3.0,0.01,0.1,0.1,0.081,0.052,0.052,0.95,0.055,0.055,2300.0,100.0,100.0,2MASS J03202839-0446358
2MASS J0323-4631,Confirmed,1.57,0.73,0.73,0.976,0.033,0.033,11.456085,0.000107,0.000107,0.12,2008,2024-06-27,Published in a refereed paper,Imaging,2MASS J03231002-4631237,unkown,50.79171037346,-46.52321745913,12.782,12.386,42.4,1.4,1.4,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0325+0425,Confirmed,44.61,27.91,27.91,0.95,0.17,0.17,11.456085,0.000107,0.000107,0.12,2006,2024-07-16,Published in a refereed paper,Imaging,2MASS J03255322+0425406,unkown,51.471762,4.42797,12.782,12.386,22.2,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0326-2102,Confirmed,18.0,4.0,4.0,1.32,0.06,0.06,11.456085,0.000107,0.000107,0.12,2022,2022-01-23,Published in a refereed paper,Imaging,2MASS J03264225-2102057,unkown,51.6760710140857,-21.0349370019496,12.782,12.386,41.0,4.0,4.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0328+2302,Confirmed,54.42,22.25,22.25,0.98,0.1,0.1,11.456085,0.000107,0.000107,0.12,2000,2024-07-16,Published in a refereed paper,Imaging,2MASS J03284265+2302051,unkown,52.177733,23.034775,12.782,12.386,24.0,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0337-1758,Confirmed,60.5,8.5,8.5,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2000,2024-08-24,Published in a refereed paper,Imaging,2MASSW J0337036-175807,unkown,54.264983,-17.968863,12.782,12.386,29.0,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0337-1758 b,Confirmed,13.5,3.5,3.5,0.232,0.021,0.021,11.456085,0.000107,0.000107,2.52,2010,2024-08-24,Published in a refereed paper,Imaging,2MASSW J0337036-175807 b,unkown,54.264983,-17.968863,12.782,12.386,29.0,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0342-6817,Confirmed,17.0,2.0,2.0,1.48,0.03,0.03,11.456085,0.000107,0.000107,0.12,2022,2022-01-23,Published in a refereed paper,Imaging,2MASSI J0342162-681732,unkown,55.5675520054042,-68.2922520128016,12.782,12.386,81.0,1.0,1.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0344+0111 b,Confirmed,36.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,9.2,2015,2024-08-23,Published in a refereed paper,Imaging,2MASS J03440892+0111251 b,2MASS J0344+0111,56.03720838189,1.19030211329,12.782,12.386,33.5,3.73,3.73,0.01,0.1,0.1,0.081,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,"TIC 457165296, 2MASS J03440892+0111251"
2MASS J0348-6022,Confirmed,43.0,18.0,18.0,0.91,0.1,0.1,11.456085,0.000107,0.000107,0.12,2021,2021-07-27,Published in a refereed paper,Imaging,2MASS J03480772-6022270,unkown,57.0321710025737,-60.374183902236,12.782,12.386,9.0,1.0,1.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0355+1133,Confirmed,28.0,2.0,2.0,1.22,0.02,0.02,11.456085,0.000107,0.000107,0.12,2006,2024-07-16,Published in a refereed paper,Imaging,"2M0355, 2MASS J03552337+1133437",unkown,58.8474050975,11.5621657883,12.782,12.386,9.1203,0.0613,0.0613,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0407+1546,Confirmed,67.0,28.0,28.0,0.97,0.8,0.8,11.456085,0.000107,0.000107,0.12,2008,2024-08-23,Published in a refereed paper,Imaging,"EPIC 210522262, 2MASS J04070752+1546457",unkown,61.7813608341355,15.7793166834808,12.782,12.386,36.4421,2.3553,2.3553,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0414+2811,Confirmed,53.0,0.11,0.11,8.73,0.021,0.021,11.456085,0.000107,0.000107,0.12,2004,2024-07-05,Published in a refereed paper,Imaging,2MASS J04141188+2811535,unkown,63.5495170043,28.198169315,12.782,12.386,131.09,2.79,2.79,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0415-0935,Confirmed,36.0,3.0,3.0,0.8,0.004,0.004,11.456085,0.000107,0.000107,0.12,2002,2024-07-16,Published in a refereed paper,Imaging,2MASS J04151954-0935066,unkown,63.831432,-9.585187,12.782,12.386,5.74,0.09,0.09,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0418+2131,Confirmed,47.0,8.0,8.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2017,2024-07-05,Published in a refereed paper,Imaging,2MASS J04183483+2131275,unkown,64.6451270116102,21.5243090164472,12.782,12.386,48.8,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0419+2820,Confirmed,5.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2017,2024-06-30,Published in a refereed paper,Imaging,2MASS J04195040+2820485,unkown,64.960038,28.346827,12.782,12.386,140.0,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0423+2801,Confirmed,58.0,0.11,0.11,9.42,0.021,0.021,11.456085,0.000107,0.000107,0.12,2006,2024-07-05,Published in a refereed paper,Imaging,2MASS J04230607+2801194,unkown,65.77533016441,28.02209685839,12.782,12.386,133.88,2.4,2.4,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0437+2331,Confirmed,7.1,1.0,1.0,1.89,0.021,0.021,11.456085,0.000107,0.000107,0.12,2009,2024-06-24,Published in a refereed paper,Imaging,"2MASS J04373705+2331080, PSO J069.4044+23.5186",unkown,69.404377,23.518908,12.782,12.386,145.0,15.0,15.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0437+2651 b,Confirmed,4.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,118.0,2021,2024-07-17,Published in a refereed paper,Imaging,2M 0437 b,2MASS J0437+2651,69.3405544,26.850296,12.782,12.386,128.1,0.5,0.5,0.01,0.05,0.05,0.0165,0.0015,0.0015,0.84,0.11,0.11,3100.0,100.0,100.0,"2M0437A, 2MASS J04372171+2651014"
2MASS J0439+2336,Confirmed,58.0,0.11,0.11,11.3,0.021,0.021,11.456085,0.000107,0.000107,0.12,2006,2024-07-05,Published in a refereed paper,Imaging,2MASS J04390163+2336029,unkown,69.75680862206,23.60082090389,12.782,12.386,127.81,1.29,1.29,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0439-2353,Confirmed,48.01,23.41,23.41,0.97,0.12,0.12,11.456085,0.000107,0.000107,0.12,2024,2024-09-29,Published in a refereed paper,Imaging,2MASS J04390101-2353083,unkown,69.75418685417,-23.88569310758,12.782,12.386,12.3775,0.0787,0.0787,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0440+2358,Confirmed,58.0,0.11,0.11,6.7,0.021,0.021,11.456085,0.000107,0.000107,0.12,2006,2024-07-29,Published in a refereed paper,Imaging,2MASS J04400067+2358211,unkown,70.00279804202,23.97252482019,12.782,12.386,120.49,2.26,2.26,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0441+2301 Ab,Confirmed,35.0,5.0,5.0,4.1,0.2,0.2,11.456085,0.000107,0.000107,33.0,2010,2024-07-05,Published in a refereed paper,Imaging,2MASS J04414489+2301513 Ab,2MASS J0441+2301 A,70.4375,23.0308333,14.2,13.72,145.0,15.0,15.0,0.01,0.1,0.1,0.2,0.05,0.05,1.1,0.055,0.055,3400.0,100.0,100.0,2MASS J04414489+2301513 A
2MASS J0441+2301 B,Confirmed,19.0,3.0,3.0,3.5,1.9,1.9,11.456085,0.000107,0.000107,1800.0,2010,2024-07-05,Published in a refereed paper,Imaging,"2MASS J04414489+2301513 B, 2MASS J04414489+2301513 Ba",2MASS J0441+2301 A,70.4375,23.0308333,14.2,13.72,145.0,15.0,15.0,0.01,0.1,0.1,0.2,0.05,0.05,1.1,0.055,0.055,3400.0,100.0,100.0,2MASS J04414489+2301513 A
2MASS J0441+2301 Bb,Confirmed,9.8,1.8,1.8,3.5,1.9,1.9,11.456085,0.000107,0.000107,15.0,2010,2024-07-05,Published in a refereed paper,Imaging,2MASS J04414489+2301513 Bb,unkown,70.4375,23.0308333,12.782,12.386,145.0,5.0,5.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0441+2534,Confirmed,28.0,0.11,0.11,6.34,0.021,0.021,11.456085,0.000107,0.000107,0.12,2004,2024-07-05,Published in a refereed paper,Imaging,2MASS J04414825+2534304,unkown,70.45105115787,25.57515884546,12.782,12.386,136.16,3.64,3.64,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0443+0002,Confirmed,2.22,0.96,0.96,1.3,0.01,0.01,11.456085,0.000107,0.000107,0.12,2002,2024-06-27,Published in a refereed paper,Imaging,2MASS J04433761+0002051,unkown,70.90670243349,0.0347516857,12.782,12.386,21.09,0.08,0.08,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0444+2512,Confirmed,50.0,0.11,0.11,6.9,0.021,0.021,11.456085,0.000107,0.000107,0.12,1994,2024-07-05,Published in a refereed paper,Imaging,"2MASS J04442713+2512164, IRAS S04414+2506",unkown,71.11309,25.20456,12.782,12.386,143.2,1.6,1.6,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0445-3048,Confirmed,63.8,15.0,15.0,1.0,0.08,0.08,11.456085,0.000107,0.000107,0.12,2003,2024-08-28,Published in a refereed paper,Imaging,"2MUCD 10329, 2MASS J04455387-3048204",unkown,71.47456726570792,-30.80573578510556,12.782,12.386,16.14,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
2MASS J0447-1216,Confirmed,51.0,16.0,16.0,1.02,0.07,0.07,11.456085,0.000107,0.000107,0.12,2022,2022-01-23,Published in a refereed paper,Imaging,2MASS J04473039-1216155,unkown,71.876650010132,-12.27098334212,12.782,12.386,27.7,2.9,2.9,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
